author,name,type,buy,publisher
Кононов Николай Викторович,"Я, редактор. Настольная книга для всех, кто работает в медиа",Бизнес-литература,50,МИФ
Елена Рыжкова,"Текст за текстом. Как создавать контент системно, быстро и легко",Бизнес-литература,75,БОМБОРА
Наталья Ковригина,Будни копирайтера: 29 шагов к успеху в профессии. Книга-тренинг для практикующих копирайтеров,Бизнес-литература,50,АСТ
Кот Дмитрий,Инста-грамотные тексты.Пиши с душой-продавай с умом,Бизнес-литература,50,Копирайтинг
Семешкина М.,Учись или уходи с рынка. Практическое руководство для развития вашей карьеры и вашего бизнеса,Бизнес-литература,21,Рипол
Щербаков Борис,Топ-менеджер: Как построить карьеру в международной корпорации + Покет-серия,Бизнес-литература,21,Альпина
Петр Панда,Копирайтинг в Instagram,Бизнес-литература,82,АСТ
Карьера. Поиск работы,Гид HBR Как управлять своей карьерой,Бизнес-литература,22,Карьера. Поиск работы
Владимир Якуба,Как устроиться на работу своей мечты: от собеседования до личного бренда,Бизнес-литература,24,Питер
Шугерман Джозеф,Как создать крутой рекламный текст: Принципы выдающегося американского копирайтера,Бизнес-литература,50,Альпина
Крупина Е.,101 совет как провести собеседование,Бизнес-литература,13,Альпина
Лакман Макдауэлл Г.,Карьера менеджера IT-проекта. Как устроиться на работу в ведущую технологическую компанию,Бизнес-литература,30,Питер
Иванова Милена,Как правильно оформить трудовой договор,Бизнес-литература,13,Рипол
Карьера. Поиск работы,Как составить резюме для иностранной компании,Бизнес-литература,22,АСТ
Маккаммон Росс,"У них так принято. Как правильно пожимать руку, вовремя затыкаться, работать с м*даками и другие важ",Бизнес-литература,75,МИФ
Кларк Дори,"Персональный ребрендинг. Как изменить свой имидж, сохранив репутацию",Бизнес-литература,22,МИФ
Евгения Тудалецкая,Мой дом – мой офис,Бизнес-литература,21,БОМБОРА
Анна Белохонова,Вы приняты! Найти работу после долгого перерыва. Сменить сферу деятельности. Повысить свою стоимость на рынке труда,Бизнес-литература,50,БОМБОРА
Дмитрий Портнягин,Подарок гениальному руководителю. Трансформатор. Эксклюзивная бизнес-коллекция,Бизнес-литература,475,БОМБОРА
Ботельо Елена,Повышение. 4 принципа быстрого карьерного роста,Бизнес-литература,50,Эксмо
Илья Пискулин,История ИП. История взлетов и падений одного российского индивидуального предпринимателя,Бизнес-литература,75,БОМБОРА
Валинуров Ильгиз Данилович,Карьера на 100%,Бизнес-литература,21,Карьера. Поиск работы
Михаил Дашкиев,"Обратная сторона бизнеса. То, о чем не принято говорить",Бизнес-литература,627,Эксмо
Артур Юнг,Новая модель организации. Как построить более сильную и гибкую организацию по правилам ведущих компаний мира,Бизнес-литература,50,БОМБОРА
Джанет Свитцер,Джек Кэнфилд. Правила успеха,Бизнес-литература,300,Эксмо
Филиппа Перри,Как не сойти с ума. Навести порядок в мыслях и чувствах,Бизнес-литература,362,БОМБОРА
Дональд Миллер,Правила инвестирования Уоррена Баффетта,Бизнес-литература,392,Альпина
Наполеон Хилл,Думай и Богатей!,Бизнес-литература,1919,АСТ
Подарочные издания. Они изменили мир,"Речи, изменившие мир (Джобс)",Бизнес-литература,21,Эксмо
Леонид Кроль,Убедить дракона. Руководство по переговорам с огнедышащими и трёхголовыми оппонентами,Бизнес-литература,75,БОМБОРА
Джереми Лазарус,"Черная книга переговоров. Вовлекать, располагать, убеждать",Бизнес-литература,50,БОМБОРА
Ирина Баржак,Сам дурак. Как убеждать непробиваемых,Бизнес-литература,96,БОМБОРА
Инновации в бизнесе,"Силиконовые дали. Будущее, в котором мы живем сегодня",Бизнес-литература,20,Инновации в бизнесе
Татьяна Кузнецова,Пиши и говори! Сторителлинг как инструмент для счастья и бизнеса,Бизнес-литература,115,АСТ
Олег Эмих,"Сложных переговоров не бывает! Алгоритм подготовки и ведения переговоров, с которым вы обречены на успех",Бизнес-литература,56,БОМБОРА
Елена Ласкавая,Техника речи. Как говорить красиво и легко добиваться целей,Бизнес-литература,22,АСТ
Стартапы и создание бизнеса,Как организовать дистанционный бизнес?,Бизнес-литература,20,Стартапы и создание бизнеса
Корбан Сергей,Бизнес-анализ в схемах: пошаговое руководство к действию,Бизнес-литература,20,"Издательский дом ""Питер"""
Игорь Рызов,Переговоры с монстрами. Как договориться с сильными мира сего (подарочное издание),Бизнес-литература,103,БОМБОРА
Инновации в бизнесе,Кибербезопасность: правила игры. Как руководители и сотрудники влияют на культуру безопасности в компании,Бизнес-литература,20,Инновации в бизнесе
Наполеон Хилл,Как зарабатывать больше. 18 уроков оберетения денег,Бизнес-литература,53,АСТ
Российский бизнес,Основы фриланса: Плюсы и минусы работы на себя,Бизнес-литература,22,Российский бизнес
Сазерленд Рори,"Алхимия. Тайное искусство и тонкая наука магии в брендах, бизнесе и жизни",Бизнес-литература,24,Азбука 
Психология бизнеса,"Миллионер за минуту. 2-е изд. Хансен М.В., Аллен Р.",Бизнес-литература,21,Психология бизнеса
Российский бизнес,Франшиза на 360° : От покупки готовой до создания собственной,Бизнес-литература,21,Российский бизнес
Рэй Далио,Принципы успеха,Бизнес-литература,50,МИФ
Алекс Банаян,"Третья дверь. Секретный код успеха Билла Гейтса, Уоррена Баффетта, Стива Возняка, Леди Гаги и других богатейших людей мира",Бизнес-литература,51,Эксмо
Толкачев А.,Эффект звонка: как договориться по телефону?,Бизнес-литература,23,Питер
Замышляев Олег,Матрица перемен: Как повысить эффективность изменений в компании,Бизнес-литература,24,Альпина
Эффективность бизнеса,Трансформация бизнеса. Построение эффективной компании,Бизнес-литература,23,Эффективность бизнеса
Питер Друкер,Эффективный руководитель,Бизнес-литература,21,МИФ
Вайсc Антонио,101 идея для роста вашего бизнеса: Результаты новейших исследований эффективности людей и организаций,Бизнес-литература,13,Альпина
МИФ. Бизнес,Блестящие совещания,Бизнес-литература,8,МИФ
МИФ. Бизнес,Профессиональный девелопмент недвижимости. Руководство ULI по ведению бизнеса,Бизнес-литература,11,МИФ
Стивен Кови,Правила эффективного лидерства,Бизнес-литература,26,МИФ
Верн Харниш,Развитие бизнеса. Инструменты прибыльного роста,Бизнес-литература,35,МИФ
Николай Мрочковский,Бизнес. Перезагрузка,Бизнес-литература,29,МИФ
МИФ. Бизнес,"Бизнес-идеи, которые изменили мир (в суперобложке)",Бизнес-литература,29,МИФ
Солис Брайан,"Макротренды в бизнесе. Как стать компанией новой волны, создавая эмоции, привлекающие клиентов",Бизнес-литература,30,МИФ
Екатерина Иноземцева,"Стартап без купюр, или 50 и 1 урок, как сделать бизнес в Москве для клиентов со всего мира",Бизнес-литература,21,МИФ
Моженков Владимир,"Бизнес по чуть-чуть. 150 мелочей, которые помогут стать успешным руководителем. Покетбук",Бизнес-литература,20,МИФ
МИФ. Личное развитие,Бизнес в позе лотоса. Как совместить работу и духовный поиск,Бизнес-литература,24,МИФ
Покетбуки МИФ. Передовые практики бизнеса,От хорошего к великому. Покетбук,Бизнес-литература,20,МИФ
Дональд Миллер,"Бизнес на пальцах: Развитие навыков управления, продаж и маркетинга за 60 дней",Бизнес-литература,21,Лидерство
Бёрлингем Бо,Большая игра в бизнес,Бизнес-литература,23,МИФ
Ливайн Майкл,"Разбитые окна, разбитый бизнес: Как мельчайшие детали влияют на большие достижения + 2-е издание",Бизнес-литература,20,Организационный менеджмент
Николай Молчанов,Драйверы роста. Как средней компании стать гигантом,Бизнес-литература,21,БОМБОРА
Линдстром Мартин,"Департамент здравого смысла. Как избавиться от бюрократии, бессмысленных презентаций и прочего корпоративного бреда",Бизнес-литература,24,МИФ
Роберт Саттон,Не работайте с мудаками. Покетбук нов.,Бизнес-литература,22,МИФ
Мария Азаренок,Активируй свой персональный бренд! 100 кейсов для повышения эффективности бизнеса,Бизнес-литература,51,Эксмо
Вольф Норман,Живая организация. Трансформация бизнеса на пути к выдающимся результатам.,Бизнес-литература,20,МИФ
Стивен Кови,"Восьмой навык: От эффективности к величию (Переплет, суперобложка)",Бизнес-литература,17,Эффективность бизнеса
Эффективность бизнеса,"Недвижимость на каждый день. Как строить, продавать и покупать",Бизнес-литература,24,МИФ
Эффективность бизнеса,Как вытащить из данных максимум: Навыки аналитики для неспециалистов,Бизнес-литература,23,Эффективность бизнеса
Майк Микаловиц,"Сначала заплати себе. Превратите ваш бизнес в машину, производящую деньги",Бизнес-литература,79,БОМБОРА
Роберт Бергельман,Hewlett Packard. Стратегия антихрупкости,Бизнес-литература,57,БОМБОРА
Алексей Воронин,Бизнес-инсайты. Весь опыт российского ментора №1 в одной книге,Бизнес-литература,294,БОМБОРА
Михаил Дашкиев,БИЗНЕС-ХАКИ. Секретный опыт успешных предпринимателей России,Бизнес-литература,316,Эксмо
Владимир Якуба,Продажник на всю голову. Крутые стратегии профессионала,Бизнес-литература,165,АСТ
Энн Кример,Свой путь. Как эмоциональный интеллект сделает из тебя бренд,Бизнес-литература,50,БОМБОРА
Эндрю Макафи,"Машина, платформа, толпа. Наше цифровое будущее",Бизнес-литература,53,МИФ
Олег Сирота,Дневник сыровара,Бизнес-литература,75,АСТ
Лилит Восканян,"Практикум по книге ""Бизнес ручной работы""",Бизнес-литература,24,Эксмо
Доз Ив,Nokia. Весь невероятный опыт компании в одной книге,Бизнес-литература,72,БОМБОРА
Джефф Готельф,"Чувствуй и реагируй. Как создавать продукты, нужные людям именно сейчас",Бизнес-литература,74,БОМБОРА
Ковадонга О'Ши,Феномен ZARA,Бизнес-литература,381,Эксмо
Лилит Восканян,"Бизнес ручной работы. Как научиться зарабатывать на том, что любишь и умеешь",Бизнес-литература,122,Эксмо
Илья Кусакин,Бизнес как система. Инструменты Black Star,Бизнес-литература,176,Эксмо
Патти МакКорд,Сильнейшие. Бизнес по правилам Netflix,Бизнес-литература,280,БОМБОРА
Евгений Черняк,BIG MONEY. Принципы первых. Откровенно о бизнесе и жизни успешных предпринимателей,Бизнес-литература,165,Предпринимательство
Дэниел Смит,"50 стратегий, которые изменили историю. От военных действий до бизнеса",Бизнес-литература,203,БОМБОРА
Ли Галлахер,Airbnb. Как три простых парня создали новую модель бизнеса,Бизнес-литература,140,БОМБОРА
Джордан Белфорт,Метод волка с Уолл-стрит: Откровения лучшего продавца в мире,Бизнес-литература,100,Альпина
Михаил Зварыгин,Турбокоманда. Как находить правильных людей и перестать все делать самому,Бизнес-литература,54,АСТ
Дрейпер Уильям III,Стартапы: профессиональные игры Кремниевой долины,Бизнес-литература,144,Эксмо
Мария Солодар,неЖЕНСКОЕ ДЕЛО. Секретный опыт успешных бизнес-леди,Бизнес-литература,138,Эксмо
Мария Азаренок,Активируй свой персональный бренд! 100 кейсов для повышения эффективности бизнеса,Бизнес-литература,579,Эксмо
Максим Ильяхов,Бизнес без MBA. Под редакцией Максима Ильяхова,Бизнес-литература,518,Эксмо
Лаборатория «Однажды»,"Дельфины капитализма 2.0. Еще 8 историй о людях, которые сделали все не так и добились успеха",Бизнес-литература,50,БОМБОРА
Валерий Черкасов,Я блогер: бизнес-роман,Бизнес-литература,50,АСТ
Гай Кавасаки,Уроки жизни иконы Кремниевой долины,Бизнес-литература,45,БОМБОРА
Мария Солодар,"неЖЕНСКОЕ ДЕЛО. Секретный опыт успешных бизнес-леди. Издание 2-е, исправленное и дополненное",Бизнес-литература,50,Эксмо
Марк Рэндольф,"That will never work. Это никогда не будет работать. История создания Netflix, рассказанная ее основателем",Бизнес-литература,75,БОМБОРА
Кийосаки Роберт,Отойти от дел молодым и богатым (пер.). Кийосаки Р.,Бизнес-литература,21,Истории успеха
Уолтон Сэм,Как я создал Wal-Mart,Бизнес-литература,26,Истории успеха
Джоко Виллинк,"Экстремальная воля. Принципы, спасающие жизнь, карьеру и брак",Бизнес-литература,50,БОМБОРА
Уолтер Айзексон,Invent and Wander. Избранные статьи создателя Amazon Джеффа Безоса,Бизнес-литература,111,БОМБОРА
Эдвин Лефевр,Истории Уолл-стрит,Бизнес-литература,35,БОМБОРА
Мэри Керран Хакетт,"Sephora. Бренд, навсегда изменивший индустрию красоты",Бизнес-литература,75,БОМБОРА
Лилия Нилова,"Дохулиарды. Не тратить меньше, а зарабатывать больше",Бизнес-литература,60,АСТ
Патти МакКорд,Сильнейшие. Бизнес по правилам Netflix,Бизнес-литература,75,БОМБОРА
Блейк Дж. Харрис,Oculus. Как создать лучшую в мире VR компанию и потерять все?,Бизнес-литература,24,БОМБОРА
Стив Мэдден,Одержимый обувью. От багажника автомобиля до международной империи с выручкой в миллиард $,Бизнес-литература,45,БОМБОРА
Никита Аронов,"Цивилизация X5. От магазинов без товаров до магазинов без продавцов. Как ""Перекресток"" и ""Пятерочка"" изменили российскую торговлю",Бизнес-литература,50,АСТ
PRO бренды. Как создавались легендарные компании,"Дизайн ИКЕА. Искусство создания продуктов, которые продаются сами",Бизнес-литература,75,БОМБОРА
Грегори Цукерман,"Человек, который разгадал рынок. Как математик Джим Саймонс заработал на фондовом рынке 23 млрд долларов",Бизнес-литература,116,БОМБОРА
Рюдигер Юнгблут,"Автомобильная династия. История семьи, создавшей империю BMW",Бизнес-литература,147,БОМБОРА
Мария Фикссон,"Выбирай любовь. Рискнуть всем ради мечты, создать свое дело и стать счастливой",Бизнес-литература,54,БОМБОРА
Джулиан Гатри,Alpha Girls. Первые женщины в кремниевой долине,Бизнес-литература,50,БОМБОРА
Коно Эйтаро,Как 1% усилий помогает сделать 99% работы,Бизнес-литература,50,БОМБОРА
Джеффри Кейн,Взлет Samsung. История самой выдающейся и скандальной технокомпании в мире,Бизнес-литература,40,БОМБОРА
Генри Форд,"Генри Форд. Моя жизнь, мои достижения",Бизнес-литература,254,БОМБОРА
Хастингс Рид,Никаких правил. Уникальная культура Netflix,Бизнес-литература,155,МИФ
Смит Барбара,Адидас против Пумы. Как ссора двух братьев положила начало культовым брендам,Бизнес-литература,75,БОМБОРА
Бизнес-психология. Питер ИД,"Молния. Как школьник, мечтавший быть дипломатом, стал предпринимателем и изменил свою жизнь",Бизнес-литература,20,"Издательский дом ""Питер"""
Мотчаная Елена,Как открыть салон красоты и не закрыть его через год,Бизнес-литература,20,Российский бизнес
QUALITY MANAGEMENT. По-русски. Без штампов и стереотипов,"Антиуправление бизнесом, или Как не разрушить бизнес, улучшая его качество",Бизнес-литература,21,Рипол
QUALITY MANAGEMENT. По-русски. Без штампов и стереотипов,"Антиуправление бизнесом, или Как не разрушить бизнес, улучшая его качество",Бизнес-литература,20,Рипол
Рыбаков Михаил Юрьевич,Развитие живой компании,Бизнес-литература,20,Российский бизнес
Опыт выдающихся компаний и предпринимателей,Эффективное производство в России? Да!,Бизнес-литература,11,Альпина
Максим Ильяхов,Бизнес без MBA. Под редакцией Максима Ильяхова,Бизнес-литература,60,Эксмо
Офицеров П.,Построение  региональной дистрибуции. Лучшие практики России.,Бизнес-литература,13,Альпина
Российский бизнес,"Построение бизнеса услуг: с ""нуля"" до доминирования на рынке",Бизнес-литература,20,Российский бизнес
Фоменков С.,Порвать всех: Как построить большой бизнес в России,Бизнес-литература,28,Альпина
Михаил Хомич,"Миллионы на бабочках, или истории самых интересных бизнес-моделей",Бизнес-литература,53,Эксмо
Леонид Якубович,100 вопросов о ТВ спонсорстве,Бизнес-литература,23,АСТ
Российский бизнес,Создание добавленной стоимости компании при сделках слияний и поглощений. Российский опыт,Бизнес-литература,20,Эксмо
Илона Давыдова,Как (не) остаться нищим навсегда,Бизнес-литература,23,Эксмо
Александр Саяпин,Что убьёт твой бизнес? 19 кризисов роста российских компаний и как их преодолеть,Бизнес-литература,24,Эксмо
Александр Саяпин,Что убьёт твой бизнес? 19 кризисов роста российских компаний и как их преодолеть,Бизнес-литература,20,Эксмо
Кира Захарова,Менеджмент на скорость,Бизнес-литература,20,АСТ
Алексей Слободянюк,Князья и капуста. Эффективные бизнес-стратегии для менеджеров среднего звена,Бизнес-литература,23,БОМБОРА
Майя Драган,Бизнес на всю катушку. Как построить свое дело без стартового капитала,Бизнес-литература,370,БОМБОРА
Сергей Полонский,Взламывая стереотипы. Освобожденный,Бизнес-литература,184,АСТ
Дмитрий Поликанов,НКО. Как устроены некоммерческие организации,Бизнес-литература,75,БОМБОРА
Российский бизнес,Россия и деньги. Что нас ждет?,Бизнес-литература,23,Российский бизнес
Тиньков О.,Бизнес по Тинькову,Бизнес-литература,50,Эксмо
Дмитрий Банчуков,"Денег нет, но вы пиарьтесь! Химия хайпа и 99 кейсов с вирусными приемами",Бизнес-литература,98,Эксмо
Владимир Герасичев,РБК Pro: практикум для руководителя. Как поддержать настрой в команде и не перегореть самому,Бизнес-литература,89,БОМБОРА
Нэнси Дуарте,"Illuminate: как говорить вдохновляющие речи и создавать эффективные презентации, способные изменить историю",Бизнес-литература,137,Эксмо
Стивен Котлер,Невозможное как стратегия. Как нейронаука помогает добиваться экстремальной продуктивности в бизнесе,Бизнес-литература,50,МИФ
Николай Молчанов,Человек покупающий и продающий. Как законы эволюции влияют на психологию потребителя и при чем здесь Люк Скайуокер,Бизнес-литература,75,БОМБОРА
Адам Грант,Оригиналы,Бизнес-литература,75,Corpus
Уэлен Джон,"Дизайн пользовательского опыта. Как создать продукт, который ждут",Бизнес-литература,35,МИФ
Клейн Леонид,Бесполезная классика: Почему художественная литература лучше учебников по управлению,Бизнес-литература,50,Альпина
Рамит Сети,Я научу тебя быть богатым. 6-недельная программа по увеличению благосостояния,Бизнес-литература,75,БОМБОРА
Наполеон Хилл,Вверх! По лестнице успеха. Книга-мотиватор,Бизнес-литература,53,АСТ
Наполеон Хилл,Обрети Силу для получения Больших Денег! Секреты сверхбогатых людей планеты,Бизнес-литература,50,АСТ
Наполеон Хилл,Как сила позитивного мышления сделает вас богатыми,Бизнес-литература,53,АСТ
Моги Кен,Икигай: Смысл жизни по-японски,Бизнес-литература,139,Азбука 
Наполеон Хилл,"Наполеон Хилл. Слова, которые превратятся в деньги!",Бизнес-литература,75,АСТ
Наполеон Хилл,Как сила позитивного мышления сделает вас богатыми,Бизнес-литература,75,АСТ
Дональд Трамп,Думай как чемпион. Откровения магната о жизни и бизнесе (нов. оф),Бизнес-литература,320,БОМБОРА
Сергей Шабанов,Эмоциональный интеллект. Российская практика,Бизнес-литература,257,МИФ
Хэнд Дэвид,Темные данные: Практическое руководство по принятию правильных решений в мире недостающих данных,Бизнес-литература,50,Альпина
Дарья Кабицкая,Школа Наглости. Как создать сильный личный бренд и влюбить в себя весь мир,Бизнес-литература,530,БОМБОРА
Карен Викре,"Нетворкинг для интровертов. Как заводить знакомства тем, кто ненавидит это делать",Бизнес-литература,53,БОМБОРА
Санд И.,"Близко к сердцу: Как жить, если вы слишком чувствительный человек",Бизнес-литература,75,Психология бизнеса
Томас Фридман,"Расслабься. Гениальное исследование о том, как вовремя взятая пауза в разы увеличивает ваши результаты",Бизнес-литература,75,БОМБОРА
Артем Сенаторов,TikTok Superstar. Как набрать миллион подписчиков,Бизнес-литература,24,Бизнес-стратегии
Харв Т. Экер,"Думай как миллионер. 17 уроков состоятельности для тех, кто готов разбогатеть",Бизнес-литература,658,БОМБОРА
Пинкун Дамронг,Адская стратегия,Бизнес-литература,19,Азбука 
Джордж Майкл,Бережливое производство плюс шесть сигм в сфере услуг,Бизнес-литература,8,МИФ
Грант Роберт М.,Современный стратегический анализ. 7-е изд.,Бизнес-литература,23,Питер
"Инвестиции, ценные бумаги, банковское дело",Энциклопедия торговых стратегий,Бизнес-литература,12,Альпина
Бизнес-стратегии,Управление компанией на рынке В2В,Бизнес-литература,22,Бизнес-стратегии
Ковалев В А,Современный стратегический анализ: Учебник для вузов. Стандарт 3-го поколения,Бизнес-литература,10,Питер
Бизнес-стратегии,Стратегия,Бизнес-литература,25,Бизнес-стратегии
Власов Максим,RFID: 1 технология — 1000 решений. Практические примеры использования RFID в различных областях,Бизнес-литература,26,Альпина
Стартапы и инновационное предпринимательство,Бизнес-модели: 55 лучших шаблонов,Бизнес-литература,25,Альпина
Майк Микаловиц,Метод тыквы,Бизнес-литература,13,МИФ
МИФ. Бизнес,Стратегия и толстый курильщик,Бизнес-литература,21,МИФ
МИФ. Бизнес,Ключевые идеи. Майкл Портер. Руководство по разработке стратегии,Бизнес-литература,21,МИФ
МИФ. Бизнес,"Стратегия голубого океана. Как найти или создать рынок, свободный от других игроков",Бизнес-литература,21,МИФ
Роман Авдеев,Атланты бизнеса. Стратегии и инструменты достижения результата от лидеров и топ-менеджеров,Бизнес-литература,54,Эксмо
Лушников А. В.,Айкибизнес: как запустить и сохранить свой бизнес,Бизнес-литература,21,Бизнес-стратегии
Владислава Друтько,Управляй играя. Руководство командой с помощью шахматных стратегий,Бизнес-литература,68,БОМБОРА
Марко Янсити,Цифровое преимущество. Искусство конкурировать в эпоху искусственного интеллекта,Бизнес-литература,50,БОМБОРА
Эдвин Лефевр,Истории Уолл-стрит. Лефевр Э.,Бизнес-литература,29,Издательство Попурри 
Лаборатория «Однажды»,"Это ее дело. 10 историй о том, как делать бизнес красиво",Бизнес-литература,21,БОМБОРА
Шефер Бодо,Законы победителей. Workbook,Бизнес-литература,21,Бизнес-стратегии
Тернер Тони,Дневной трейдинг онлайн: Руководство для начинающих,Бизнес-литература,50,Альпина
Дрейфус Б.,Родео на Wall Street: Как трейдеры-ковбои устроили крупнейший в истории крах хедж-фондов,Бизнес-литература,23,Инвестиции
Хачатрян Артем,"Как зарабатывать на акциях: Анализируем рынок, выбираем компании и формируем портфель",Бизнес-литература,35,Альпина
Эндрю Крейг,Как завладеть миром. Инвестируйте умно и мыслите глобально,Бизнес-литература,35,АСТ
Мальков Антон,"IPO и SPO. Структурирование, ценообразование",Бизнес-литература,24,МИФ
Глеб Архангельский,"Финдрайв. Как привлечь, сохранить и выгодно вложить свои деньги",Бизнес-литература,139,БОМБОРА
Станислав Тихонов,"Как инвестировать, если в кармане меньше миллиона",Бизнес-литература,232,БОМБОРА
Владимир Савенок,Время инвестировать! Руководство по эффективному управлению капиталом,Бизнес-литература,164,БОМБОРА
Черемушкин Д.,"Путь трейдера: Как стать миллионером, торгуя на финансовых рынках",Бизнес-литература,30,Инвестиции
Инвестиции,Азы инвестиций. Настольная книга начинающего инвестора,Бизнес-литература,23,АСТ
Джеймс Рикардс,"Золотой запас. Почему золото, а не биткоины – валюта XXI века?",Бизнес-литература,82,Эксмо
Наташа Вегелин,Тратить Инвестировать Копить: как взять финансы в свои руки,Бизнес-литература,50,АСТ
Силаев А.,"Деньги без дураков: Почему инвестировать сложнее, чем кажется, и как это делать правильно",Бизнес-литература,79,Альпина
Ренат Валеев,Искусство трейдинга: Практические рекомендации для трейдеров с опытом,Бизнес-литература,60,Альпина
Перри Кауфман,Системы и методы биржевой торговли (суперобложка),Бизнес-литература,50,Альпина
Дамодаран А.,Инвестиционная оценка. Инструменты и методы оценки любых активов,Бизнес-литература,75,Альпина
Нисон Стив,За гранью японских свечей: Новые японские методы графического анализа,Бизнес-литература,50,Альпина
Элдер А.,Трейдинг с доктором Элдером: Энциклопедия биржевой игры,Бизнес-литература,75,Альпина
Бернхем Терри,"Подлые рынки и мозг ящера: Как заработать деньги, используя знания о причинах маний, паники и крахов на финансовых рынках",Бизнес-литература,45,Альпина
Карл Ричардс,Психология инвестирования: Как перестать делать глупости со своими деньгами,Бизнес-литература,50,Альпина
Малкиел Б.,Десять главных правил для начинающего инвестора,Бизнес-литература,85,Инвестиции
"Маркетинг, реклама, PR",Секреты продвижения на Youtube: Как увеличить количество подписчиков и много зарабатывать,Бизнес-литература,45,Альпина
Ульяна Петрухина,"Читай, зарабатывай",Бизнес-литература,50,АСТ
Анна Шуст,О мой блог! Как начать вести блог и не останавливаться,Бизнес-литература,75,МИФ
Игорь Антонов,"Личный бренд в Инстаграме. Как создать мощнейший бренд, развить его и заработать миллион",Бизнес-литература,50,АСТ
Ольга СОЛНЦЕ Николаева,Секреты Инстаграма. Как заработать без вложений,Бизнес-литература,50,АСТ
Александр Соколовский,"Ограбление Instagram. Минимум бюджета, максимум прибыли",Бизнес-литература,215,БОМБОРА
Инди Гогохия,"Продвижение в Telegram, WhatsApp, Skype и других мессенджерах (супер)",Бизнес-литература,88,БОМБОРА
Алиона Хильт,"Как раскрутить блог в Instagram: лайфхаки, тренды, жизнь",Бизнес-литература,75,АСТ
Инди Гогохия,"Добавь клиента в друзья. Продвижение в Telegram, WhatsApp, Skype и других мессенджерах",Бизнес-литература,126,БОМБОРА
Сергей Абдульманов,Евангелист бизнеса. Рассказы о контент-маркетинге и бренд-журналистике в России,Бизнес-литература,62,МИФ
Акта Акта,Дневник покорения Instagram от Acta Acta,Бизнес-литература,450,БОМБОРА
Брэндон Мендельсон,Социальные медиа - это бред. Откровения маркетолога,Бизнес-литература,22,МИФ
Анастасия Лушникова,Таргетолог как удаленная профессия. Практикум по освоению профессии с нуля,Бизнес-литература,75,Эксмо
Анна Денисова,Яндекс.Дзен. Как создать свой блог и сделать его популярным,Бизнес-литература,66,БОМБОРА
Дмитрий Останин,"Онлайн-курс: как спроектировать и реализовать. От продюсеров онлайн-проектов Ирины Хакамада, Павла Воли, Радислава Гандапаса, Ляйсан Утяшевой, Александра Васильева и других",Бизнес-литература,236,Эксмо
Артем Нестеренко,Интернет-маркетинг для МЛМ и не только. 7 шагов к успеху,Бизнес-литература,122,Эксмо
Алексей Шулепов,Ютубина Сила. YouTube для бизнеса. Как продавать товары и услуги и продвигать бренды с помощью видео,Бизнес-литература,72,АСТ
Эрик Шмидт,Как работает Google,Бизнес-литература,208,Эксмо
Денис Каплунов,"Контент, Маркетинг и рок-н-ролл (новая обложка)",Бизнес-литература,182,МИФ
Виктория Серафимова,"Твой любимый инстаграм. Как стать узнаваемым и получать доход, не имея сотен тысяч подписчиков",Бизнес-литература,57,АСТ
Любовь Соболева,Феномен Инстаграма 2.0: все новые фишки,Бизнес-литература,792,АСТ
